id	vocalized	unvocalized	rule	category	note	first	second
302	أَخْذ الطَّعَامِ	أخذ الطعام	50	مضاف إليه		أخذ	الطعام
303	أَخْذ الْعَبْدِ	أخذ العبد	50	مضاف إليه		أخذ	العبد
304	أَخْذ الْعِوَضِ	أخذ العوض	50	مضاف إليه		أخذ	العوض
305	أَخْذ الْعَيْنِ	أخذ العين	50	مضاف إليه		أخذ	العين
306	أَخْذ الْقِيمَةِ	أخذ القيمة	50	مضاف إليه		أخذ	القيمة
307	أَخْذ الْكَفِيلَ	أخذ الكفيل	50			أخذ	الكفيل
308	أَخْذ الْكُلِّ	أخذ الكل	50	مضاف إليه		أخذ	الكل
309	أَخْذ الْمَاءِ	أخذ الماء	50	مضاف إليه		أخذ	الماء
310	أَخْذ الْمَالِ	أخذ المال	50	مضاف إليه		أخذ	المال
311	أَخْذ الْمَبِيعِ	أخذ المبيع	50	مضاف إليه		أخذ	المبيع
312	أَخْذ الْوَدِيعَةِ	أخذ الوديعة	50	مضاف إليه		أخذ	الوديعة
313	أُخْرَيَات الْمَسْجِدِ	أخريات المسجد	50	مضاف إليه		أخريات	المسجد
314	أَخَصّ الْخُصُوصِ	أخص الخصوص	50	مضاف إليه		أخص	الخصوص
315	أَخْلَاق الرِّجَالِ	أخلاق الرجال	50	مضاف إليه		أخلاق	الرجال
316	أَخْلَاق الْمُؤْمِنِينَ	أخلاق المؤمنين	50			أخلاق	المؤمنين
317	أَخْلَاق الْمُرْسَلِينَ	أخلاق المرسلين	50			أخلاق	المرسلين
318	أُخُوَّة الْأُمِّ	أخوة الأم	30	مضاف إليه		أخوة	الأم
319	أُخُوَّة الْإِسْلَامِ	أخوة الإسلام	30	مضاف إليه		أخوة	الإسلام
320	أَخِيه الْمُسْلِمِ	أخيه المسلم	50	مضاف إليه		أخيه	المسلم
321	أَدَاء الْأَمَانَةِ	أداء الأمانة	50	مضاف إليه		أداء	الأمانة
322	أَدَاء الْبَاقِي	أداء الباقي	50			أداء	الباقي
323	أَدَاء الْبَدَلِ	أداء البدل	50	مضاف إليه		أداء	البدل
324	أَدَاء الثَّمَنِ	أداء الثمن	50	مضاف إليه		أداء	الثمن
325	أَدَاء الْجِزْيَةِ	أداء الجزية	50	مضاف إليه		أداء	الجزية
326	أَدَاء الْحَجِّ	أداء الحج	50	مضاف إليه		أداء	الحج
327	أَدَاء الْحَقِّ	أداء الحق	50	مضاف إليه		أداء	الحق
328	أَدَاء الْحُقُوقِ	أداء الحقوق	50	مضاف إليه		أداء	الحقوق
329	أَدَاء الدِّيَةِ	أداء الدية	50	مضاف إليه		أداء	الدية
330	أَدَاء الدَّيْنِ	أداء الدين	50	مضاف إليه		أداء	الدين
331	أَدَاء الزَّكَاةِ	أداء الزكاة	50	مضاف إليه		أداء	الزكاة
332	أَدَاء السِّعَايَةِ	أداء السعاية	50	مضاف إليه		أداء	السعاية
333	أَدَاء السُّنَّةِ	أداء السنة	50	مضاف إليه		أداء	السنة
334	أَدَاء الشَّهَادَةِ	أداء الشهادة	50	مضاف إليه		أداء	الشهادة
335	أَدَاء الصَّلَاةِ	أداء الصلاة	50	مضاف إليه		أداء	الصلاة
336	أَدَاء الصَّوْمِ	أداء الصوم	50	مضاف إليه		أداء	الصوم
337	أَدَاء الضَّمَانِ	أداء الضمان	50	مضاف إليه		أداء	الضمان
338	أَدَاء الْعِبَادَاتِ	أداء العبادات	50	مضاف إليه		أداء	العبادات
339	أَدَاء الْعِبَادَةِ	أداء العبادة	50	مضاف إليه		أداء	العبادة
340	أَدَاء الْفَرَائِضِ	أداء الفرائض	50	مضاف إليه		أداء	الفرائض
341	أَدَاء الْفَرْضِ	أداء الفرض	50	مضاف إليه		أداء	الفرض
342	أَدَاء الْقِيمَةِ	أداء القيمة	50	مضاف إليه		أداء	القيمة
343	أَدَاء الْكِتَابَةِ	أداء الكتابة	50	مضاف إليه		أداء	الكتابة
344	أَدَاء الْمَالِ	أداء المال	50	مضاف إليه		أداء	المال
345	أَدَاء النُّجُومِ	أداء النجوم	50	مضاف إليه		أداء	النجوم
346	أَدَاء الْوَاجِبِ	أداء الواجب	50	مضاف إليه		أداء	الواجب
347	أَدَاة الشَّرْطِ	أداة الشرط	30	مضاف إليه		أداة	الشرط
348	أَدَب الْأَوْصِيَاءِ	أدب الأوصياء	50	مضاف إليه		أدب	الأوصياء
349	أَدَب الْجَدَلِ	أدب الجدل	50	مضاف إليه		أدب	الجدل
350	أَدَب الْقَاضِي	أدب القاضي	50			أدب	القاضي
351	أَدَب الْقَضَاءِ	أدب القضاء	50	مضاف إليه		أدب	القضاء
352	أَدْبَار الصَّلَوَاتِ	أدبار الصلوات	50	مضاف إليه		أدبار	الصلوات
353	أَدْرَكَ الْإِمَامَ	أدرك الإمام	50			أدرك	الإمام
354	أَدْرَكَ الرَّكْعَةَ	أدرك الركعة	50			أدرك	الركعة
355	أَدْرَكَ الرُّكُوعَ	أدرك الركوع	50			أدرك	الركوع
356	أَدْعِيَة الصَّلَاةِ	أدعية الصلاة	30	مضاف إليه		أدعية	الصلاة
357	أَدِلَّة الْأَحْكَامِ	أدلة الأحكام	30	مضاف إليه		أدلة	الأحكام
358	أَدِلَّة الشَّرْعِ	أدلة الشرع	30	مضاف إليه		أدلة	الشرع
359	أَدِلَّة الْقِبْلَةِ	أدلة القبلة	30	مضاف إليه		أدلة	القبلة
360	أَدْنَى الْحِلِّ	أدنى الحل	50	مضاف إليه		أدنى	الحل
361	أَدْنَى الرُّتَبِ	أدنى الرتب	50	مضاف إليه		أدنى	الرتب
362	أَدْنَى الرَّحِمِ	أدنى الرحم	50	مضاف إليه		أدنى	الرحم
363	أَدْنَى الْكَمَالِ	أدنى الكمال	50	مضاف إليه		أدنى	الكمال
364	أَدَوَات التَّعْلِيقِ	أدوات التعليق	60	مضاف إليه		أدوات	التعليق
365	أَدَوَات الشَّرْطِ	أدوات الشرط	60	مضاف إليه		أدوات	الشرط
366	أَدِيم السَّمَاءِ	أديم السماء	50	مضاف إليه		أديم	السماء
367	أَذَان الْجُمُعَةِ	أذان الجمعة	50	مضاف إليه		أذان	الجمعة
368	أَذَان الصُّبْحِ	أذان الصبح	50	مضاف إليه		أذان	الصبح
369	أَذَان الْظُهْرِ	أذان الظهر	50	مضاف إليه		أذان	الظهر
370	أَذَان الْعِشَاءِ	أذان العشاء	50	مضاف إليه		أذان	العشاء
371	أَذَان العَصْرِ	أذان العصر	50	مضاف إليه		أذان	العصر
372	أَذَان الْفَجْرِ	أذان الفجر	50	مضاف إليه		أذان	الفجر
373	أَذَان الْمَغْرِبِ	أذان المغرب	50	مضاف إليه		أذان	المغرب
374	أَذْكَار الصَّلَاةِ	أذكار الصلاة	50	مضاف إليه		أذكار	الصلاة
375	أُذُن الْمَوْلُودِ	أذن المولود	50	مضاف إليه		أذن	المولود
376	أَرَادَ الْحَجَّ	أراد الحج	50			أراد	الحج
377	أَرْبَاب الْأَمْوَالِ	أرباب الأموال	50	مضاف إليه		أرباب	الأموال
378	أَرْبَاب الدُّيُونِ	أرباب الديون	50	مضاف إليه		أرباب	الديون
379	أَرْبَاب الشَّعَائِرِ	أرباب الشعائر	50	مضاف إليه		أرباب	الشعائر
380	أَرْبَاب الصَّنَائِعِ	أرباب الصنائع	50	مضاف إليه		أرباب	الصنائع
381	أَرْبَاب الْمَاشِيَةِ	أرباب الماشية	50	مضاف إليه		أرباب	الماشية
382	أَرْبَاب الْمَوَاشِي	أرباب المواشي	50			أرباب	المواشي
383	أَرْبَاب الْوَظَائِفِ	أرباب الوظائف	50	مضاف إليه		أرباب	الوظائف
384	أَرْبَاب الْوَقْفِ	أرباب الوقف	50	مضاف إليه		أرباب	الوقف
385	أَرْبَعَة بِأَرْبَعَة	أربعة بأربعة	40			أربعة	بأربعة
386	أَرْبَعَة بِثَمَانِيَة	أربعة بثمانية	40			أربعة	بثمانية
387	أَرْبَى الرِّبَا	أربى الربا	50			أربى	الربا
388	أَرْجَح الْقَوْلَيْنِ	أرجح القولين	50	مضاف إليه		أرجح	القولين
389	أَرْجَح الْوَجْهَيْنِ	أرجح الوجهين	50	مضاف إليه		أرجح	الوجهين
390	أَرْذَل الْعُمُرِ	أرذل العمر	50	مضاف إليه		أرذل	العمر
391	أَرْش الْبَكَارَةِ	أرش البكارة	50	مضاف إليه		أرش	البكارة
392	أَرْش الْجُرْحِ	أرش الجرح	50	مضاف إليه		أرش	الجرح
393	أَرْش الْجِنَايَةِ	أرش الجناية	50	مضاف إليه		أرش	الجناية
394	أَرْش الْحَادِثِ	أرش الحادث	50	مضاف إليه		أرش	الحادث
395	أَرْش الْعَيْبِ	أرش العيب	50	مضاف إليه		أرش	العيب
396	أَرْش الْقَدِيمِ	أرش القديم	50	مضاف إليه		أرش	القديم
397	أَرْش الْكَفِّ	أرش الكف	50	مضاف إليه		أرش	الكف
398	أَرْش الْمُوضِحَةِ	أرش الموضحة	50	مضاف إليه		أرش	الموضحة
399	أَرْش النَّقْصِ	أرش النقص	50	مضاف إليه		أرش	النقص
400	أَرْش الْيَدِ	أرش اليد	50	مضاف إليه		أرش	اليد
401	أَرْض الْإِسْلَامِ	أرض الإسلام	50	مضاف إليه		أرض	الإسلام
402	أَرْض الْبَلْقَاءِ	أرض البلقاء	50	مضاف إليه		أرض	البلقاء
403	أَرْض الْحَبَشَةِ	أرض الحبشة	50	مضاف إليه		أرض	الحبشة
404	أَرْض الْحِجَازِ	أرض الحجاز	50	مضاف إليه		أرض	الحجاز
405	أَرْض الْحَرْبِ	أرض الحرب	50	مضاف إليه		أرض	الحرب
406	أَرْض الْحَرَمِ	أرض الحرم	50	مضاف إليه		أرض	الحرم
407	أَرْض الْخَرَاجِ	أرض الخراج	50	مضاف إليه		أرض	الخراج
408	أَرْض الرَّجُلِ	أرض الرجل	50	مضاف إليه		أرض	الرجل
409	أَرْض الرُّومِ	أرض الروم	50	مضاف إليه		أرض	الروم
410	أَرْض الزِّرَاعَةِ	أرض الزراعة	50	مضاف إليه		أرض	الزراعة
411	أَرْض السَّوَادِ	أرض السواد	50	مضاف إليه		أرض	السواد
412	أَرْض الشّامِ	أرض الشام	50	مضاف إليه	Confused;;;أَرْض الشَّامِ	أرض	الشام
413	أَرْض الشِّرْكِ	أرض الشرك	50	مضاف إليه		أرض	الشرك
414	أَرْض الصَّبِيِّ	أرض الصبي	50	مضاف إليه		أرض	الصبي
415	أَرْض الصُّلْحِ	أرض الصلح	50	مضاف إليه		أرض	الصلح
416	أَرْض الْعَدُوِّ	أرض العدو	50	مضاف إليه		أرض	العدو
417	أَرْض الْعِرَاقِ	أرض العراق	50	مضاف إليه		أرض	العراق
418	أَرْض الْعَرَبِ	أرض العرب	50	مضاف إليه		أرض	العرب
419	أَرْض الْعَنْوَةِ	أرض العنوة	50	مضاف إليه		أرض	العنوة
420	أَرْض الْغَيْرِ	أرض الغير	50	مضاف إليه		أرض	الغير
421	أَرْض الْكُفَّارِ	أرض الكفار	50	مضاف إليه		أرض	الكفار
422	أَرْض الْكُفْرِ	أرض الكفر	50	مضاف إليه		أرض	الكفر
423	أَرْض اللَّهِ	أرض الله	50	مضاف إليه		أرض	الله
424	أَرْض الْمَسْجِدِ	أرض المسجد	50	مضاف إليه		أرض	المسجد
425	أَرْض الْمُسْلِمِينَ	أرض المسلمين	50			أرض	المسلمين
426	أَرْض الْمَطَرِ	أرض المطر	50	مضاف إليه		أرض	المطر
427	أَرْض الْمَوَاتِ	أرض الموات	50	مضاف إليه		أرض	الموات
428	أَرْض النَّهْرِ	أرض النهر	50	مضاف إليه		أرض	النهر
429	أَرْض النِّيلِ	أرض النيل	50	مضاف إليه		أرض	النيل
430	أَرْض الْوَقْفِ	أرض الوقف	50	مضاف إليه		أرض	الوقف
431	أَرْض الْيَمَنِ	أرض اليمن	50	مضاف إليه		أرض	اليمن
432	أَرْكَان الْإِسْلَامِ	أركان الإسلام	50	مضاف إليه		أركان	الإسلام
433	أَرْكَان الْبَيْعِ	أركان البيع	50	مضاف إليه		أركان	البيع
434	أَرْكَان الْحَجِّ	أركان الحج	50	مضاف إليه		أركان	الحج
435	أَرْكَان الْخُطْبَةِ	أركان الخطبة	50	مضاف إليه		أركان	الخطبة
436	أَرْكَان الدِّينِ	أركان الدين	50	مضاف إليه		أركان	الدين
437	أَرْكَان الصَّلَاةِ	أركان الصلاة	50	مضاف إليه		أركان	الصلاة
438	أَرْكَان الطَّلَاقِ	أركان الطلاق	50	مضاف إليه		أركان	الطلاق
